# title_id|version|kind|status|method|label|source|payload|note|delay_seconds
BCES01893|*|unlock|known|eboot_pc|Unlock FPS|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BCES01893|*|60|known|eboot_pc|60 FPS target|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BLUS30400|01.00|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.01|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.02|60|known|ncl|60 FPS (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30400|01.02|unlock|known|ncl|Unlock FPS / +60 (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30687|01.05|unlock|known|ncl|Unlock FPS (testado em PS3 real)|PS3 real lab|0 00DF70A8 38600000|Confirmado em PS3 real com webMAN PS3MAPI; Far Cry 3 BLUS30687 01.05 desbloqueou corretamente.
BLES01532|*|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 006E9BE8 60000000;0 006E9B60 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Prototype 2.|120
BLES01534|*|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 006E9BE8 60000000;0 006E9B60 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Prototype 2.|120
BLUS30756|*|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 006E9BE8 60000000;0 006E9B60 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Prototype 2.|120
NPEB00917|*|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 006E9BE8 60000000;0 006E9B60 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Prototype 2.|120
NPUB30801|*|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 006E9BE8 60000000;0 006E9B60 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Prototype 2.|120
BLES01532|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 006E9BE8 60000000;0 006E9B60 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Prototype 2.|120
BLUS30756|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 006E9BE8 60000000;0 006E9B60 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Prototype 2.|120
BLES01916|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Psycho Break.|120
BLES02093|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Psycho Break.|120
BLJM61235|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Psycho Break.|120
BLUS31374|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Psycho Break.|120
NPEB01797|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Psycho Break.|120
NPUB31392|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Psycho Break.|120
BLES01916|01.03|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Psycho Break.|120
BLJM61235|01.03|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Psycho Break.|120
NPEB01797|01.03|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00259328 38600001;0 0025C100 48000050|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Psycho Break.|120
BCES00935|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00042A2C 38800001;0 00083DF8 3F800000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Pupeteer.|120
NPEA00439|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 000431DC 38800001;0 00084690 3F800000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Pupeteer.|120
BLES01963|01.00|60|untested|ncl|60 FPS v01.01 (RPCS3)|RPCS3 converted USERLIST|0 0060F759 48494748|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Rambo.|120
BLUS31387|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0060F759 48494748|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Rambo.|120
BCES00301|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00855048 3A83126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet & Clank Quest For Booty.|120
BCAS20200|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0073C7A0 38600001;0 0073C78C 38A00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank 4 Za Jednego.|120
BCES01141|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0073C7A0 38600001;0 0073C78C 38A00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank 4 Za Jednego.|120
BCJS30081|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0073C7A0 38600001;0 0073C78C 38A00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank 4 Za Jednego.|120
BCUS98175|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0073C7A0 38600001;0 0073C78C 38A00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank 4 Za Jednego.|120
NPEA00356|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0073C7A0 38600001;0 0073C78C 38A00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank 4 Za Jednego.|120
BCAS20200|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0031A186 3A83;0 0031A192 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank 4 Za Jednego.|120
BCES01141|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0031A186 3A83;0 0031A192 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank 4 Za Jednego.|120
BCJS30081|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0031A186 3A83;0 0031A192 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank 4 Za Jednego.|120
BCUS98175|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0031A186 3A83;0 0031A192 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank 4 Za Jednego.|120
NPEA00356|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0031A186 3A83;0 0031A192 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank 4 Za Jednego.|120
BCAS20200|01.03|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0031A186 3A83;0 0031A192 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank All 4 One.|120
BCES01141|01.03|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0031A186 3A83;0 0031A192 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank All 4 One.|120
BCJS30081|01.03|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0031A186 3A83;0 0031A192 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank All 4 One.|120
BCUS98175|01.03|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0031A186 3A83;0 0031A192 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank All 4 One.|120
NPEA00356|01.03|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0031A186 3A83;0 0031A192 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank All 4 One.|120
BCES01594|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0032BCA6 3A83;0 0032BCB2 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Full Frontal Assault.|120
BCUS98380|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0032BCA6 3A83;0 0032BCB2 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Full Frontal Assault.|120
BCUS98380|01.04|60|untested|ncl|Unlock FPS v01.05 (RPCS3)|RPCS3 converted USERLIST|0 0032BCA6 3A83;0 0032BCB2 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Full Frontal Assault.|120
NPJA00089|01.04|60|untested|ncl|Unlock FPS v01.05 (RPCS3)|RPCS3 converted USERLIST|0 0032BCA6 3A83;0 0032BCB2 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Full Frontal Assault.|120
NPUA80642|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 003252B2 3A83;0 003252BE 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Full Frontal Assault.|120
BCUS98124|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00CA2448 3A83126F;0 00CA40B8 3A83126F;0 00C942FC 3A83126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Future A Crack In Time.|120
BCUS98124|01.02|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 00CA2448 3A83126F;0 00CA40B8 3A83126F;0 00C942FC 3A83126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Future A Crack In Time.|120
BCUS98124|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00CA2448 3A83126F;0 00CA40B8 3A83126F;0 00C942FC 3A83126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Future A Crack In Time.|120
BCAS20052|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00855048 3A83126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Future Alla Ricerca Del Tesoro.|120
NPUA80145|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00855048 3A83126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Future Alla Ricerca Del Tesoro.|120
BCES00052|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 008AA558 3A83126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Future Armados Hasta Los Dientes.|120
BCUS98127|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 008AA558 3A83126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Future Armados Hasta Los Dientes.|120
BCUS98127|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 008AA550 3A83126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Future Tools Of Destruction.|120
BCES01908|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0069A550 38A00001;0 0069A564 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Nexus.|120
BCES01908|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0032F002 3A83;0 0032F00E 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Nexus.|120
BCES01908|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0032FF02 3A83;0 0032FF0E 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank Nexus.|120
BCES01594|01.04|60|untested|ncl|Unlock FPS v01.05 (RPCS3)|RPCS3 converted USERLIST|0 0032BCA6 3A83;0 0032BCB2 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank QForce.|120
BCES01594|01.05|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0032BCA6 3A83;0 0032BCB2 126F|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Ratchet And Clank QForce.|120
BLES01294|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0025F98C 386003E8|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Red Dead Redemption GOTY Edition.|120
NPEB00833|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0025ED14 386003E8|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Red Dead Redemption.|120
NPUB30638|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0025ED14 386003E8|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Red Dead Redemption.|120
BLUS31012|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00A347D4 28030001;0 00A34914 28030001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Remember Me.|120
NPUB31080|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00A347D4 28030001;0 00A34914 28030001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Remember Me.|120
NPEB02226|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 003C2790 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 0.|120
BLES00485|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00C27964 60000000;0 00C27970 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5.|120
BLUS30270|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00C27964 60000000;0 00C27970 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5.|120
BLES00485|02.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00C27964 60000000;0 00C27970 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5 Gold Edition.|120
BLUS30491|02.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00C27964 60000000;0 00C27970 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5 Gold Edition.|120
BLES00816|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00C27964 60000000;0 00C27970 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5 Gold Edition.|120
BLES00816|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00C2726C 60000000;0 00C27278 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5 Gold Edition.|120
BLUS30491|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00C27964 60000000;0 00C27970 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5 Gold Edition.|120
BLUS30491|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00C2726C 60000000;0 00C27278 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5 Gold Edition.|120
BLUS30491|01.00|60|untested|ncl|Unlock FPS v01.01 (RPCS3)|RPCS3 converted USERLIST|0 00C27CAC 60000000;0 00C27CB8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5 Gold Edition.|120
BLUS30491|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00C27CAC 60000000;0 00C27CB8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5 Gold Edition.|120
BLUS30491|02.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00C27CAC 60000000;0 00C27CB8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 5 Gold Edition.|120
BLUS30855|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 010E5B18 60000000;0 010E5B2C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil 6.|120
BLUS31444|01.03|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00F310BC 60000000;0 00F310D0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil Revelations 2.|120
NPUB31518|01.03|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00F310BC 60000000;0 00F310D0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil Revelations 2.|120
BLES01773|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00B73910 60000000;0 00B73924 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil Revelations.|120
BLES01773|01.01|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS31051|01.00|60|untested|ncl|Unlock FPS v01.01 (RPCS3)|RPCS3 converted USERLIST|0 00B73920 60000000;0 00B73934 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil Revelations.|120
BLUS31051|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00B73920 60000000;0 00B73934 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resident Evil Revelations.|120
BCES00001|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 001E5DB0 60000000;0 00678ED0 3B88887A|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resistance Fall Of Man.|120
BCUS98107|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 001E5DB0 60000000;0 00678ED0 3B88887A|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resistance Fall Of Man.|120
NPEA00430|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00418898 4800;0 00768348 3B88887A|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Resistance Fall Of Man.|120
NPEB00299|01.00|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 0049B690 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Rush'N Attack Ex-Patriot.|120
NPUB30112|01.00|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 0049B690 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Rush'N Attack Ex-Patriot.|120
BLES01050|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 005366FC 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Saw 2.|120
BLES00676|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 004AFBAC 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Saw.|120
BLJM61248|01.01|60|untested|ncl|Unlock FPS v01.02 (RPCS3)|RPCS3 converted USERLIST|0 00E23160 3860001E;0 00E23178 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Sengoku Basara 4 Sumeragi.|120
BLJM61248|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00E23160 3860001E;0 00E23178 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Sengoku Basara 4 Sumeragi.|120
NPJB00688|01.01|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 00E20184 60000000;0 00E20198 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Sengoku Basara 4 Sumeragi.|120
BLJM61332|01.02|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00E3D544 60000000;0 00E3D558 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Sengoku Basara Sanada Yukimura-Den.|120
NPJB00805|01.02|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00E3D544 60000000;0 00E3D558 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Sengoku Basara Sanada Yukimura-Den.|120
NPUB31165|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00622BE0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Serious Sam 3 BFE.|120
BLES01276|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 009E0CE4 60000000;0 009E0D64 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Shadows Of The Damned.|120
BLUS30653|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 009E0CE4 60000000;0 009E0D64 60000000;0 009A5F38 28030001;0 009A5E0C 28030001;0 009A5F28 38800001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Shadows Of The Damned.|120
BLUS30653|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 009E0CE4 60000000;0 009E0D64 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Shadows Of The Damned.|120
BLES01446|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0077D8E8 38600001;0 0073283C 38600001;0 0077F6E8 38600001;0 0072CC6C 28030000;0 0072CB30 28030000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Silent Hill Downpour.|120
BLUS30565|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0077D8E8 38600001;0 0073283C 38600001;0 0077F6E8 38600001;0 0072CC6C 28030000;0 0072CB30 28030000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Silent Hill Downpour.|120
BLES01446|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 002A1250 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Silent Hill Downpour.|120
BLUS30565|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 002A1250 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Silent Hill Downpour.|120
BLJM60391|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 002A1020 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Silent Hill Downpour.|120
BLJM60391|01.01|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 002A1020 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Silent Hill Downpour.|120
BLUS30565|01.01|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30565|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 002A1250 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Silent Hill Downpour.|120
BLES00460|01.00|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30169|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0005A36C 38000001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Silent Hill Homecoming.|120
NPUA80136|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00022D70 60000000;0 00022960 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Siren Blood Curse.|120
BCAS20121|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 016F2ECC 3F00|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: SOCOM 4 U.S. Navy SEALs.|120
BCES00938|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 016F2ECC 3F00|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: SOCOM 4 U.S. Navy SEALs.|120
BCJS30052|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 016F2ECC 3F00|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: SOCOM 4 U.S. Navy SEALs.|120
BCUS98135|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 016F2ECC 3F00|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: SOCOM 4 U.S. Navy SEALs.|120
BLES01120|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 00819294 9B9F00EE;0 010B4608 3C888889;0 011178D0 3C888889;0 011178D4 3C888889|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Splatterhouse.|120
BLES00144|01.20|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00144|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00B9FF70 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Stranglehold.|120
BLUS30080|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00B9FF70 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Stranglehold.|120
BLUS30081|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00B9FF70 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Stranglehold.|120
